,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
759,4358,4.76e-06,1.57e-07,0.202,5.244614,1.059306,1428.41,MPV17,mitochondrial inner membrane protein MPV17
760,11254,4.77e-06,1.57e-07,1.0042,5.244327,5.2663801,263.58,SLC6A14,solute carrier family 6 member 14
761,6282,4.81e-06,1.59e-07,0.3845,5.242322,2.0154416,573.91,S100A11,S100 calcium binding protein A11
762,103752584,4.83e-06,1.59e-07,0.2242,5.241436,1.1751479,1323.87,CCND2-AS1,CCND2 antisense RNA 1
763,285154,4.83e-06,1.6e-07,0.495,5.241067,2.5944939,98.98,CYP1B1-AS1,CYP1B1 antisense RNA 1
764,93556,4.85e-06,1.6e-07,0.7727,5.240226,4.0490329,261.02,EGFEM1P,"EGF like and EMI domain containing 1, pseudogene"
765,101929727,4.94e-06,1.64e-07,0.6612,-5.236359,-3.4621616,196.56,LOC101929727,uncharacterized LOC101929727
766,57554,4.98e-06,1.65e-07,0.6496,-5.234689,-3.4006565,561.48,LRRC7,leucine rich repeat containing 7
767,721,4.99e-06,1.66e-07,0.2794,5.234117,1.4623179,9240.52,C4B,complement C4B (Chido blood group)
768,5973,5.02e-06,1.67e-07,0.4261,5.232735,2.2297645,186.99,RENBP,renin binding protein
769,347252,5.07e-06,1.69e-07,0.7231,-5.230792,-3.7826182,804.41,IGFBPL1,insulin like growth factor binding protein like 1
770,7104,5.07e-06,1.69e-07,0.643,5.23053,3.3633107,139.91,TM4SF4,transmembrane 4 L six family member 4
771,100302522,5.1e-06,1.7e-07,0.4101,-5.229135,-2.1442333,5558.84,PTCSC1,papillary thyroid carcinoma susceptibility candidate 1
772,107984425,5.15e-06,1.72e-07,0.4696,-5.227252,-2.4549358,91.44,LOC107984425,uncharacterized LOC107984425
773,124583,5.15e-06,1.72e-07,0.1458,5.227046,0.7623596,1658.71,CANT1,calcium activated nucleotidase 1
774,84759,5.16e-06,1.73e-07,0.157,5.226418,0.8206238,255.41,PCGF1,polycomb group ring finger 1
775,375444,5.2e-06,1.74e-07,0.1835,-5.224699,-0.9588714,280.57,C5orf34,chromosome 5 open reading frame 34
776,400793,5.42e-06,1.82e-07,0.38,5.216609,1.9824455,121.59,C1orf226,chromosome 1 open reading frame 226
777,2876,5.43e-06,1.83e-07,0.3189,5.216217,1.6635653,3441.51,GPX1,glutathione peroxidase 1
778,80763,5.45e-06,1.84e-07,0.7398,-5.215074,-3.8578736,258.77,SPX,spexin hormone
779,6175,5.47e-06,1.85e-07,0.1721,5.214134,0.8974584,34896.19,RPLP0,ribosomal protein lateral stalk subunit P0
780,5172,5.5e-06,1.86e-07,0.5878,-5.212737,-3.0641532,14291.45,SLC26A4,solute carrier family 26 member 4
781,5328,5.5e-06,1.86e-07,0.5679,5.21288,2.9605246,1902.45,PLAU,"plasminogen activator, urokinase"
782,23414,5.53e-06,1.87e-07,0.5214,-5.211611,-2.7174825,1136.19,ZFPM2,"zinc finger protein, FOG family member 2"
783,157807,5.59e-06,1.9e-07,0.223,-5.209198,-1.1616725,222.46,CLVS1,clavesin 1
784,85349,5.61e-06,1.91e-07,0.4442,-5.208359,-2.3133731,257.93,KRT87P,"keratin 87, pseudogene"
785,10908,5.61e-06,1.91e-07,0.1607,5.208278,0.8370333,1691.82,PNPLA6,patatin like phospholipase domain containing 6
786,100505912,5.69e-06,1.94e-07,0.6385,-5.205199,-3.3234631,26.02,LOC100505912,uncharacterized LOC100505912
787,9435,5.7e-06,1.94e-07,0.392,5.204727,2.0403288,801.86,CHST2,carbohydrate sulfotransferase 2
788,105372507,5.7e-06,1.95e-07,0.4989,-5.204425,-2.5963738,28.43,LOC105372507,uncharacterized LOC105372507
789,10158,5.74e-06,1.96e-07,1.0709,5.20292,5.5716128,391.02,PDZK1IP1,PDZK1 interacting protein 1
790,7088,5.78e-06,1.98e-07,0.2581,-5.201397,-1.3425987,804.82,TLE1,"TLE family member 1, transcriptional corepressor"
791,147807,5.81e-06,1.99e-07,0.2265,5.200246,1.1779051,215.51,ZNF524,zinc finger protein 524
792,2104,5.84e-06,2.01e-07,0.5332,-5.198634,-2.7719054,794.74,ESRRG,estrogen related receptor gamma
793,84141,5.84e-06,2.01e-07,0.5408,5.198802,2.8112953,412.57,EVA1A,"eva-1 homolog A, regulator of programmed cell death"
794,79993,5.84e-06,2e-07,0.327,5.198893,1.7000785,2400.07,ELOVL7,ELOVL fatty acid elongase 7
795,2879,5.85e-06,2.01e-07,0.2793,5.197978,1.4517836,2568.83,GPX4,glutathione peroxidase 4
796,947,5.88e-06,2.03e-07,0.3025,-5.196915,-1.5719782,1465.41,CD34,CD34 molecule
797,55784,5.89e-06,2.03e-07,0.3045,5.19632,1.5824684,4000.63,MCTP2,multiple C2 and transmembrane domain containing 2
798,81577,5.9e-06,2.04e-07,0.1957,-5.195501,-1.016538,644.34,GFOD2,glucose-fructose oxidoreductase domain containing 2
799,10389,5.9e-06,2.04e-07,0.3402,-5.195594,-1.7675103,205.94,SCML2,Scm polycomb group protein like 2
800,4831,5.96e-06,2.06e-07,0.2398,5.193524,1.2453081,1291.05,NME2,NME/NM23 nucleoside diphosphate kinase 2
801,6553,5.96e-06,2.07e-07,0.3565,5.19318,1.8511717,144.53,SLC9A5,solute carrier family 9 member A5
802,643834,5.97e-06,2.07e-07,0.872,-5.192772,-4.5280387,39.55,PGA3,pepsinogen A3
803,646658,6e-06,2.09e-07,0.4168,5.191299,2.1638407,376.46,SYNDIG1L,synapse differentiation inducing 1 like
804,3976,6e-06,2.09e-07,0.3382,5.191192,1.7555034,410.46,LIF,LIF interleukin 6 family cytokine
805,105376074,6.02e-06,2.1e-07,0.4136,-5.190508,-2.1469089,493.43,LOC105376074,
806,112267937,6.03e-06,2.11e-07,0.4285,-5.189778,-2.2240368,195.34,LOC112267937,uncharacterized LOC112267937
807,101929343,6.06e-06,2.12e-07,0.4868,5.188744,2.5261277,118.37,LOC101929343,uncharacterized LOC101929343
808,84647,6.26e-06,2.19e-07,0.8774,5.182328,4.5468556,31.29,PLA2G12B,phospholipase A2 group XIIB
809,58472,6.29e-06,2.2e-07,0.1706,5.181174,0.8838369,1656.26,SQOR,sulfide quinone oxidoreductase
810,10953,6.5e-06,2.28e-07,0.2216,5.174913,1.1465292,706.43,TOMM34,translocase of outer mitochondrial membrane 34
811,3615,6.58e-06,2.31e-07,0.2094,5.172409,1.0831759,3690.37,IMPDH2,inosine monophosphate dehydrogenase 2
812,105372935,6.62e-06,2.33e-07,0.6837,5.170997,3.5352205,45.41,FAM247A,family with sequence similarity 247 member A
813,23729,6.64e-06,2.34e-07,0.152,5.170043,0.785907,692.35,SHPK,sedoheptulokinase
814,26022,6.64e-06,2.34e-07,0.3289,5.170098,1.7006684,2773.21,TMEM98,transmembrane protein 98
815,107984805,6.79e-06,2.4e-07,0.3617,-5.165583,-1.8685459,2066.2,LOC107984805,uncharacterized LOC107984805
816,10564,6.83e-06,2.41e-07,0.1403,5.16443,0.7247724,9595.98,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
817,7069,6.86e-06,2.43e-07,0.5914,5.163098,3.0534955,181.99,THRSP,thyroid hormone responsive
818,654364,6.86e-06,2.43e-07,0.2303,5.163161,1.1889997,1599.45,NME1-NME2,NME1-NME2 readthrough
819,105373896,6.88e-06,2.44e-07,0.8877,-5.162287,-4.5826967,57.48,LOC105373896,uncharacterized LOC105373896
820,105374254,6.93e-06,2.46e-07,0.4352,5.160667,2.2457569,62.41,LOC105374254,uncharacterized LOC105374254
821,114990,6.99e-06,2.48e-07,0.3128,5.158853,1.6138109,639.05,VASN,vasorin
822,107984270,7.01e-06,2.5e-07,0.598,-5.157998,-3.0845709,284.9,LOC107984270,uncharacterized LOC107984270
823,728431,7.14e-06,2.54e-07,0.3079,5.154366,1.587126,95.58,ZC3H12A-DT,ZC3H12A divergent transcript
824,91133,7.14e-06,2.55e-07,0.3409,-5.154066,-1.7569702,1306.56,L3MBTL4,L3MBTL histone methyl-lysine binding protein 4
825,8204,7.17e-06,2.56e-07,0.2375,5.153176,1.2239285,3659.02,NRIP1,nuclear receptor interacting protein 1
826,105375386,7.2e-06,2.58e-07,0.5993,-5.151804,-3.0876723,21.44,LOC105375386,uncharacterized LOC105375386
827,400506,7.2e-06,2.58e-07,0.1718,5.152019,0.8852055,755.43,KNOP1,lysine rich nucleolar protein 1
828,26525,7.31e-06,2.62e-07,0.7644,5.148729,3.9356324,37.65,IL36RN,interleukin 36 receptor antagonist
829,53353,7.51e-06,2.7e-07,0.9826,-5.143155,-5.0534649,4291.89,LRP1B,LDL receptor related protein 1B
830,131583,7.51e-06,2.71e-07,0.5533,5.142575,2.8451915,529.34,FAM43A,family with sequence similarity 43 member A
831,2495,7.51e-06,2.71e-07,0.4135,5.142816,2.126785,6789.72,FTH1,ferritin heavy chain 1
832,4842,7.51e-06,2.71e-07,0.6545,-5.142574,-3.3658017,72.36,NOS1,nitric oxide synthase 1
833,124975,7.51e-06,2.71e-07,0.8724,5.14286,4.4868526,56.29,GGT6,gamma-glutamyltransferase 6
834,9722,7.57e-06,2.73e-07,0.3149,5.140904,1.6191006,116.44,NOS1AP,nitric oxide synthase 1 adaptor protein
835,155465,7.57e-06,2.74e-07,0.7466,-5.140624,-3.8379704,51.51,AGR3,"anterior gradient 3, protein disulphide isomerase family member"
836,90288,7.74e-06,2.8e-07,0.4452,-5.136264,-2.2864844,89.44,EFCAB12,EF-hand calcium binding domain 12
837,256158,7.77e-06,2.82e-07,0.4285,-5.13537,-2.2006915,227.28,HMCN2,hemicentin 2
838,11227,7.82e-06,2.84e-07,0.5792,5.133744,2.9736118,113.23,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5
839,4013,7.82e-06,2.84e-07,0.2266,5.133904,1.1634087,1625.13,VWA5A,von Willebrand factor A domain containing 5A
840,2134,7.98e-06,2.9e-07,0.3763,5.129683,1.9300745,90.38,EXTL1,exostosin like glycosyltransferase 1
841,130497,8e-06,2.91e-07,0.6197,-5.128958,-3.1782378,63.42,OSR1,odd-skipped related transcription factor 1
842,107984011,8.06e-06,2.94e-07,0.4023,-5.127374,-2.0628187,45.97,LOC107984011,uncharacterized LOC107984011
843,157376,8.26e-06,3.02e-07,1.1797,-5.122453,-6.0430016,23.81,FER1L6-AS2,FER1L6 antisense RNA 2
844,107984656,8.27e-06,3.02e-07,0.356,-5.122093,-1.8235611,383.2,LOC107984656,replaced by ID 57161
845,101929386,8.29e-06,3.03e-07,0.7625,5.12143,3.9052261,12.57,LOC101929386,uncharacterized LOC101929386
846,64359,8.38e-06,3.07e-07,0.2566,5.119115,1.3133988,865.9,NXN,nucleoredoxin
847,105378792,8.41e-06,3.08e-07,0.7617,-5.118266,-3.8986062,123.2,LRRC7-AS1,LRRC7 antisense RNA 1
848,79778,8.5e-06,3.12e-07,0.2515,5.116001,1.2866813,330.54,MICALL2,MICAL like 2
849,102724823,8.51e-06,3.13e-07,0.6207,5.115434,3.1753338,139.56,LOC102724823,replaced by ID 2679
850,598,8.55e-06,3.15e-07,0.308,5.114394,1.5751345,1962.85,BCL2L1,BCL2 like 1
851,1362,8.56e-06,3.15e-07,0.2361,5.113973,1.2071973,10121.5,CPD,carboxypeptidase D
852,84309,8.73e-06,3.22e-07,0.1554,5.110092,0.7941621,869.17,NUDT16L1,nudix hydrolase 16 like 1
853,56121,8.81e-06,3.25e-07,0.3263,-5.108189,-1.6666461,140.8,PCDHB15,protocadherin beta 15
854,105377329,8.89e-06,3.29e-07,1.0212,5.106118,5.214464,486.72,LOC105377329,uncharacterized LOC105377329
855,84321,8.89e-06,3.29e-07,0.2252,5.106042,1.149745,1051.66,THOC3,THO complex subunit 3
856,4728,8.89e-06,3.29e-07,0.2367,5.105831,1.2086733,485.89,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
857,10367,8.94e-06,3.32e-07,0.1558,5.104534,0.7952799,1249.23,MICU1,mitochondrial calcium uptake 1
858,644316,9.02e-06,3.35e-07,1.3334,-5.102459,-6.8034767,16.17,FLJ43315,asparagine synthetase pseudogene
859,25928,9.03e-06,3.36e-07,0.7053,-5.102089,-3.598581,35.88,SOSTDC1,sclerostin domain containing 1
860,57822,9.07e-06,3.38e-07,0.5232,5.100899,2.6688754,92.01,GRHL3,grainyhead like transcription factor 3
861,147657,9.07e-06,3.38e-07,0.1859,-5.100985,-0.9484115,521.09,ZNF480,zinc finger protein 480
862,105369416,9.08e-06,3.39e-07,0.5359,-5.100369,-2.7333998,33.43,LOC105369416,uncharacterized LOC105369416
863,79098,9.13e-06,3.41e-07,0.3696,5.099157,1.8848275,1866.1,C1orf116,chromosome 1 open reading frame 116
864,105375527,9.18e-06,3.43e-07,0.5935,-5.097917,-3.0257724,27.18,LOC105375527,uncharacterized LOC105375527
865,692099,9.23e-06,3.46e-07,0.2842,5.096749,1.4483159,446.66,FAM86DP,"family with sequence similarity 86 member D, pseudogene"
866,64798,9.3e-06,3.49e-07,0.3502,-5.094941,-1.7841292,2587.68,DEPTOR,DEP domain containing MTOR interacting protein
867,1509,9.34e-06,3.51e-07,0.3436,5.09388,1.7505023,8831.92,CTSD,cathepsin D
868,729438,9.35e-06,3.51e-07,0.2121,5.093606,1.0801122,809.23,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2
869,101928358,9.37e-06,3.53e-07,0.8204,-5.092887,-4.1784244,29.28,IRS4-AS1,IRS4 antisense RNA 1
870,55503,9.38e-06,3.54e-07,0.3897,-5.092231,-1.9844621,66.79,TRPV6,transient receptor potential cation channel subfamily V member 6
871,105375637,9.38e-06,3.54e-07,0.672,-5.092267,-3.4218187,1889.36,LOC105375637,uncharacterized LOC105375637
872,84085,9.42e-06,3.56e-07,0.1875,-5.091244,-0.9546307,2153.55,FBXO30,F-box protein 30
873,105372546,9.47e-06,3.58e-07,0.6375,5.090136,3.2451595,492.79,LOC105372546,uncharacterized LOC105372546
874,341019,9.54e-06,3.61e-07,0.4661,-5.088436,-2.3718531,338.61,DCDC1,doublecortin domain containing 1
875,7407,9.6e-06,3.64e-07,0.2103,5.086941,1.0696728,987.55,VARS1,valyl-tRNA synthetase 1
876,219557,9.67e-06,3.68e-07,0.9363,-5.085063,-4.7609185,953.43,TEX47,testis expressed 47
877,9882,9.67e-06,3.67e-07,0.4253,-5.085119,-2.1629032,4683.52,TBC1D4,TBC1 domain family member 4
878,5346,9.67e-06,3.68e-07,0.6921,-5.084955,-3.5192427,92.47,PLIN1,perilipin 1
879,2731,9.8e-06,3.73e-07,0.8027,-5.082229,-4.0794438,235.14,GLDC,glycine decarboxylase
880,642475,9.83e-06,3.75e-07,0.4914,5.081391,2.4969977,75.47,MROH6,maestro heat like repeat family member 6
881,285175,9.95e-06,3.8e-07,0.6464,-5.078907,-3.2828377,183.16,UNC80,"unc-80 homolog, NALCN channel complex subunit"
882,105375768,1.02e-05,3.9e-07,0.3697,-5.073585,-1.8759497,2904.34,LOC105375768,uncharacterized LOC105375768
883,105377442,1.03e-05,3.94e-07,0.7671,-5.072004,-3.8906538,123.73,LOC105377442,uncharacterized LOC105377442
884,23345,1.03e-05,3.94e-07,0.4945,-5.071957,-2.5081827,13620.07,SYNE1,spectrin repeat containing nuclear envelope protein 1
885,414236,1.03e-05,3.93e-07,0.5732,5.07211,2.9073917,499.7,C10orf55,chromosome 10 putative open reading frame 55
886,105378797,1.04e-05,4e-07,0.405,-5.069186,-2.0528317,54.88,LOC105378797,uncharacterized LOC105378797
887,80125,1.04e-05,3.99e-07,0.7944,5.069201,4.0268453,42.69,CCDC33,coiled-coil domain containing 33
888,105378740,1.04e-05,4.01e-07,0.7379,-5.068416,-3.7401127,43.26,LOC105378740,uncharacterized LOC105378740
889,1311,1.04e-05,4e-07,0.913,5.068794,4.6275817,344.74,COMP,cartilage oligomeric matrix protein
890,9130,1.04e-05,4.01e-07,0.1558,5.06855,0.789742,658.92,FAM50A,family with sequence similarity 50 member A
891,255119,1.05e-05,4.07e-07,1.034,-5.065481,-5.2378776,18.35,CFAP299,cilia and flagella associated protein 299
892,135138,1.05e-05,4.07e-07,0.4761,-5.065507,-2.4118314,143.81,PACRG,parkin coregulated
893,2936,1.06e-05,4.1e-07,0.1666,5.064479,0.8435547,2139.48,GSR,glutathione-disulfide reductase
894,85389,1.06e-05,4.12e-07,0.4663,-5.063389,-2.3608098,77.3,SNORD14C,"small nucleolar RNA, C/D box 14C"
895,102724197,1.07e-05,4.14e-07,0.6827,5.062322,3.4561941,254.96,LOC102724197,inactive glutathione hydrolase 2
896,2314,1.08e-05,4.18e-07,0.241,5.060659,1.2196143,3772.87,FLII,FLII actin remodeling protein
897,107986774,1.08e-05,4.19e-07,0.9482,-5.060326,-4.7982307,27.14,LOC107986774,uncharacterized LOC107986774
898,107984079,1.08e-05,4.2e-07,0.3627,-5.059777,-1.8352287,274.48,LOC107984079,uncharacterized LOC107984079
899,257000,1.09e-05,4.25e-07,0.9111,5.057378,4.6079953,42.52,TINCR,TINCR ubiquitin domain containing
900,5648,1.11e-05,4.31e-07,0.7556,-5.054845,-3.8194629,67.22,MASP1,MBL associated serine protease 1
901,150465,1.11e-05,4.35e-07,0.2086,5.053123,1.0542958,1730.61,TTL,tubulin tyrosine ligase
902,105373893,1.12e-05,4.37e-07,0.9909,-5.051933,-5.0059355,70.72,LOC105373893,uncharacterized LOC105373893
903,220108,1.12e-05,4.38e-07,0.5153,-5.05179,-2.6031881,143.05,FAM124A,family with sequence similarity 124 member A
904,1938,1.12e-05,4.39e-07,0.1955,5.051159,0.9876766,47834.9,EEF2,eukaryotic translation elongation factor 2
905,9420,1.13e-05,4.41e-07,0.4289,-5.050177,-2.1659982,2097.14,CYP7B1,cytochrome P450 family 7 subfamily B member 1
906,105369863,1.13e-05,4.43e-07,0.5789,5.049316,2.9232084,20.22,LOC105369863,uncharacterized LOC105369863
907,57553,1.14e-05,4.47e-07,0.1883,-5.047618,-0.950683,3239.06,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
908,642987,1.16e-05,4.54e-07,0.3697,-5.044616,-1.8652309,619.37,TMEM232,transmembrane protein 232
909,92312,1.16e-05,4.56e-07,0.2838,5.043887,1.4314594,98.04,MEX3A,mex-3 RNA binding family member A
910,338328,1.16e-05,4.57e-07,0.3769,-5.043712,-1.9011182,61.61,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
911,56904,1.16e-05,4.56e-07,0.1872,5.043895,0.9440193,1542.73,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2"
912,51207,1.16e-05,4.56e-07,1.2273,5.044041,6.1906814,11.8,DUSP13,dual specificity phosphatase 13
913,105375981,1.16e-05,4.58e-07,0.2675,5.04315,1.3489231,207.9,LOC105375981,
914,105370844,1.16e-05,4.59e-07,0.4631,-5.042706,-2.335394,51.44,LOC105370844,uncharacterized LOC105370844
915,7464,1.17e-05,4.64e-07,0.3992,5.040638,2.0121898,508.62,CORO2A,coronin 2A
916,387104,1.17e-05,4.65e-07,0.3556,5.040343,1.7925237,256.35,SOGA3,SOGA family member 3
917,105377527,1.22e-05,4.84e-07,0.7131,-5.03268,-3.5888512,17.08,LOC105377527,uncharacterized LOC105377527
918,5915,1.22e-05,4.86e-07,0.3,-5.031875,-1.5097794,818.21,RARB,retinoic acid receptor beta
919,56977,1.23e-05,4.9e-07,0.2695,-5.030094,-1.3554106,1240.11,STOX2,storkhead box 2
920,105369370,1.25e-05,4.98e-07,0.7979,5.027165,4.0110047,66.74,LOC105369370,uncharacterized LOC105369370
921,10007,1.25e-05,4.99e-07,0.2521,5.02659,1.2673248,2172.63,GNPDA1,glucosamine-6-phosphate deaminase 1
923,5580,1.28e-05,5.12e-07,0.1518,5.021848,0.7625214,1743.76,PRKCD,protein kinase C delta
924,127703,1.28e-05,5.14e-07,0.2044,5.021149,1.0265135,401.79,C1orf216,chromosome 1 open reading frame 216
925,55182,1.29e-05,5.16e-07,0.1473,5.02045,0.7394065,1014.13,RNF220,ring finger protein 220
926,10231,1.29e-05,5.16e-07,0.3645,-5.020308,-1.8299501,694.92,RCAN2,regulator of calcineurin 2
927,6659,1.29e-05,5.17e-07,0.2997,5.019975,1.504553,3099.06,SOX4,SRY-box transcription factor 4
928,782,1.29e-05,5.17e-07,0.2755,5.019736,1.3829308,245.27,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
929,105373250,1.29e-05,5.2e-07,0.8367,5.018895,4.1995443,41.26,LOC105373250,uncharacterized LOC105373250
930,221262,1.31e-05,5.29e-07,0.2257,-5.015551,-1.1320973,81.51,CCDC162P,"coiled-coil domain containing 162, pseudogene"
931,7439,1.31e-05,5.29e-07,0.4106,5.015456,2.0591,6853.57,BEST1,bestrophin 1
932,6820,1.31e-05,5.28e-07,0.6828,5.015778,3.4246844,57.47,SULT2B1,sulfotransferase family 2B member 1
933,103021294,1.31e-05,5.3e-07,0.306,5.015053,1.5345033,837.81,ABALON,apoptotic BCL2L1-antisense long non-coding RNA
934,6130,1.34e-05,5.42e-07,0.233,5.010943,1.1676205,30784.71,RPL7A,ribosomal protein L7a
935,54853,1.35e-05,5.46e-07,0.1993,5.009516,0.9982945,1070.06,WDR55,WD repeat domain 55
936,223117,1.37e-05,5.55e-07,0.9161,-5.00617,-4.586167,3106.16,SEMA3D,semaphorin 3D
937,65055,1.37e-05,5.56e-07,0.3935,-5.005773,-1.969932,106.69,REEP1,receptor accessory protein 1
938,100507053,1.4e-05,5.68e-07,0.3924,-5.001649,-1.9624222,102.48,LOC100507053,uncharacterized LOC100507053
939,7473,1.41e-05,5.71e-07,0.4225,5.000641,2.1128752,224.79,WNT3,Wnt family member 3
940,2356,1.42e-05,5.77e-07,0.1665,4.998607,0.8323215,850.84,FPGS,folylpolyglutamate synthase
941,105374640,1.42e-05,5.79e-07,0.3474,-4.998024,-1.7364511,251.55,SPTBN1-AS1,SPTBN1 antisense RNA 1
942,105378738,1.45e-05,5.91e-07,1.0056,-4.994269,-5.0222892,15.79,LINC01755,long intergenic non-protein coding RNA 1755
943,55633,1.45e-05,5.91e-07,0.1862,4.994286,0.9298675,945.05,TBC1D22B,TBC1 domain family member 22B
944,80726,1.46e-05,5.97e-07,0.4578,-4.992092,-2.2851344,764.87,IQCN,IQ motif containing N
945,125,1.47e-05,6e-07,1.0216,-4.991234,-5.0990431,950.98,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
946,286464,1.47e-05,6.04e-07,1.0072,-4.990052,-5.0260457,262.91,CFAP47,cilia and flagella associated protein 47
947,6595,1.47e-05,6.05e-07,0.1424,-4.989724,-0.7104596,4847.16,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
948,22893,1.48e-05,6.08e-07,0.1575,4.988791,0.7855873,1416.27,BAHD1,bromo adjacent homology domain containing 1
949,10211,1.48e-05,6.09e-07,0.1439,4.988367,0.7175935,2782.72,FLOT1,flotillin 1
950,8751,1.51e-05,6.22e-07,0.1435,4.984266,0.7154136,1156.31,ADAM15,ADAM metallopeptidase domain 15
951,107985779,1.52e-05,6.28e-07,1.0363,-4.982541,-5.1634822,544.21,LOC107985779,uncharacterized LOC107985779
952,347,1.53e-05,6.3e-07,0.7238,-4.981859,-3.6058179,655.24,APOD,apolipoprotein D
953,9520,1.53e-05,6.31e-07,0.1693,4.981524,0.8431467,4573.05,NPEPPS,aminopeptidase puromycin sensitive
954,105378717,1.54e-05,6.36e-07,0.4292,4.979982,2.1374142,55.5,LOC105378717,
955,29904,1.55e-05,6.42e-07,0.2102,4.9782,1.0465747,1806.21,EEF2K,eukaryotic elongation factor 2 kinase
956,79095,1.56e-05,6.46e-07,0.4048,4.976787,2.0144084,292.28,BBLN,bublin coiled coil protein
957,100533105,1.57e-05,6.48e-07,0.1402,4.976196,0.6977201,980.79,C8orf44-SGK3,C8orf44-SGK3 readthrough
958,966,1.58e-05,6.57e-07,0.2094,4.973764,1.0414457,29189.67,CD59,CD59 molecule (CD59 blood group)
959,440533,1.6e-05,6.66e-07,1.0897,4.971025,5.4168282,116.02,PSG8,pregnancy specific beta-1-glycoprotein 8
960,6813,1.62e-05,6.74e-07,0.2085,4.968749,1.0358464,855.41,STXBP2,syntaxin binding protein 2
961,377007,1.63e-05,6.78e-07,0.4621,4.967615,2.2956079,64.51,KLHL30,kelch like family member 30
962,4524,1.65e-05,6.89e-07,0.1707,4.964479,0.847586,2532.61,MTHFR,methylenetetrahydrofolate reductase
963,23207,1.65e-05,6.88e-07,0.1822,4.964581,0.9043274,2156.63,PLEKHM2,pleckstrin homology and RUN domain containing M2
964,55279,1.68e-05,7e-07,0.1114,-4.961232,-0.5527123,1366.53,ZNF654,zinc finger protein 654
965,2002,1.69e-05,7.04e-07,0.2288,4.960211,1.1346487,496.18,ELK1,ETS transcription factor ELK1
966,340267,1.7e-05,7.09e-07,0.3961,-4.958814,-1.9642187,138.29,COL28A1,collagen type XXVIII alpha 1 chain
967,105370504,1.7e-05,7.13e-07,0.3422,-4.957897,-1.6965485,176.41,LOC105370504,uncharacterized LOC105370504
968,646405,1.71e-05,7.19e-07,0.9248,-4.956265,-4.5837104,516.68,TPTE2P1,TPTE2 pseudogene 1
969,107986938,1.72e-05,7.2e-07,1.0563,-4.955776,-5.2350162,59.09,LOC107986938,uncharacterized LOC107986938
970,4629,1.73e-05,7.26e-07,0.3749,-4.954184,-1.8572242,1038.08,MYH11,myosin heavy chain 11
971,105372633,1.76e-05,7.41e-07,0.7508,-4.950331,-3.7166998,11.62,LOC105372633,uncharacterized LOC105372633
972,6865,1.77e-05,7.45e-07,0.4292,-4.949344,-2.1243216,38.38,TACR2,tachykinin receptor 2
973,116441,1.77e-05,7.47e-07,0.2038,-4.948671,-1.0082975,361.61,TM4SF18,transmembrane 4 L six family member 18
974,643847,1.79e-05,7.54e-07,0.946,-4.946899,-4.6798348,34.15,PGA4,pepsinogen A4
