ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7930833	1.59e-01	4.95e-02	2.2531151	-5.25801	0.4007483	KCNK18	potassium two pore domain channel subfamily K member 18
7948420	1.59e-01	4.95e-02	2.2531105	-5.25802	0.5538007	FABP5P3///FABP5	fatty acid binding protein 5 pseudogene 3///fatty acid binding protein 5
8044804	1.59e-01	4.95e-02	2.2527495	-5.2586	0.5955669	DBI	diazepam binding inhibitor, acyl-CoA binding protein
8110841	1.59e-01	4.95e-02	2.2525482	-5.25893	0.3688431	LPCAT1	lysophosphatidylcholine acyltransferase 1
7915345	1.59e-01	4.95e-02	2.2524021	-5.25916	0.5063017	NFYC-AS1	NFYC antisense RNA 1
8064388	1.59e-01	4.95e-02	2.2523621	-5.25923	0.2996724	SLC52A3	solute carrier family 52 member 3
8124756	1.59e-01	4.95e-02	-2.2522513	-5.25941	-0.4090592	PPP1R10	protein phosphatase 1 regulatory subunit 10
8178358	1.59e-01	4.95e-02	-2.2522513	-5.25941	-0.4090592	PPP1R10	protein phosphatase 1 regulatory subunit 10
8179664	1.59e-01	4.95e-02	-2.2522513	-5.25941	-0.4090592	PPP1R10	protein phosphatase 1 regulatory subunit 10
7929388	1.59e-01	4.95e-02	-2.252217	-5.25946	-0.9148694	PLCE1	phospholipase C epsilon 1
8153320	1.59e-01	4.95e-02	2.252194	-5.2595	0.4118104		
7898572	1.59e-01	4.95e-02	2.2520766	-5.25969	0.4159805		
7896213	1.59e-01	4.95e-02	2.2520766	-5.25969	0.3509203		
8130715	1.59e-01	4.96e-02	2.2516178	-5.26043	0.4541144	PRR18	proline rich 18
8137927	1.59e-01	4.96e-02	-2.2514537	-5.26069	-0.3712491	PAPOLB	poly(A) polymerase beta
7998002	1.59e-01	4.96e-02	2.2514242	-5.26074	0.4695048	ZNF276	zinc finger protein 276
7911435	1.59e-01	4.96e-02	2.2512965	-5.26095	0.4043482	FAM132A	family with sequence similarity 132 member A
8075828	1.59e-01	4.96e-02	-2.2512827	-5.26097	-0.5613094	IFT27	intraflagellar transport 27
7966257	1.59e-01	4.96e-02	2.2512747	-5.26098	0.4730275		
7944843	1.59e-01	4.96e-02	2.2512378	-5.26104	0.3591843	OR8A1	olfactory receptor family 8 subfamily A member 1
7972367	1.59e-01	4.96e-02	2.2509957	-5.26143	1.3764899		
7988175	1.59e-01	4.96e-02	-2.2509884	-5.26144	-0.8945912		
7988206	1.59e-01	4.96e-02	-2.2509884	-5.26144	-0.8945912		
7963020	1.59e-01	4.96e-02	2.2509771	-5.26146	0.2681354	DHH	desert hedgehog
8132369	1.59e-01	4.96e-02	-2.2508351	-5.26169	-0.6174258	EPDR1	ependymin related 1
8147687	1.60e-01	4.97e-02	-2.25042	-5.26236	-0.7691894		
8135181	1.60e-01	4.97e-02	2.250156	-5.26278	0.3150514	LRWD1	leucine rich repeats and WD repeat domain containing 1
7961626	1.60e-01	4.97e-02	-2.2501303	-5.26283	-0.2519367	SLCO1A2	solute carrier organic anion transporter family member 1A2
7905043	1.60e-01	4.97e-02	-2.2499558	-5.26311	-0.431306	FAM231A///FAM231D///LOC388692	family with sequence similarity 231 member A///family with sequence similarity 231 member D///uncharacterized LOC388692
8029188	1.60e-01	4.97e-02	2.2497386	-5.26346	0.3571225	ZNF526	zinc finger protein 526
8125671	1.60e-01	4.97e-02	2.249677	-5.26356	0.8440564	WDR46	WD repeat domain 46
8178939	1.60e-01	4.97e-02	2.249677	-5.26356	0.8440564	WDR46	WD repeat domain 46
8090893	1.60e-01	4.97e-02	-2.2496647	-5.26358	-0.3467025	MSL2	male-specific lethal 2 homolog (Drosophila)
8145660	1.60e-01	4.98e-02	-2.2495326	-5.26379	-0.5011419	DCTN6	dynactin subunit 6
8040458	1.60e-01	4.98e-02	2.2494176	-5.26397	1.3902344	KCNS3	potassium voltage-gated channel modifier subfamily S member 3
7893349	1.60e-01	4.98e-02	2.2492964	-5.26417	0.3917184		
7896203	1.60e-01	4.98e-02	-2.2492746	-5.26421	-0.8427191		
8070601	1.60e-01	4.98e-02	-2.2489887	-5.26467	-1.3631775		
8008113	1.60e-01	4.98e-02	-2.2489592	-5.26471	-0.3036707	CALCOCO2	calcium binding and coiled-coil domain 2
8062204	1.60e-01	4.98e-02	-2.2488815	-5.26484	-0.2570066		
8039524	1.60e-01	4.98e-02	2.2488154	-5.26495	0.458844	ZNF579	zinc finger protein 579
7970455	1.60e-01	4.98e-02	-2.2487615	-5.26503	-0.4205952	CRYL1	crystallin lambda 1
8052554	1.60e-01	4.98e-02	-2.2486554	-5.2652	-0.5614169	FAM161A	family with sequence similarity 161 member A
8158022	1.60e-01	4.98e-02	-2.248583	-5.26532	-0.2541298	ZNF79	zinc finger protein 79
7966293	1.60e-01	4.99e-02	-2.2483664	-5.26567	-0.2567662	C12orf76	chromosome 12 open reading frame 76
7989885	1.60e-01	4.99e-02	-2.2483137	-5.26575	-0.4847453	LOC646358///DNAJB14	DnaJ heat shock protein family (Hsp40) member B14 pseudogene///DnaJ heat shock protein family (Hsp40) member B14
8124610	1.60e-01	4.99e-02	2.2482099	-5.26592	0.2904764	TRIM27	tripartite motif containing 27
8179575	1.60e-01	4.99e-02	2.2482099	-5.26592	0.2904764	TRIM27	tripartite motif containing 27
8063839	1.60e-01	4.99e-02	2.2482097	-5.26592	0.3487488	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit
7916669	1.60e-01	4.99e-02	2.2480013	-5.26626	0.4827331	DOCK7	dedicator of cytokinesis 7
8170834	1.60e-01	4.99e-02	2.2477861	-5.2666	0.3165783	TKTL1	transketolase like 1
8005225	1.60e-01	4.99e-02	-2.2476795	-5.26678	-0.6135837	USP32P1	ubiquitin specific peptidase 32 pseudogene 1
7919067	1.60e-01	4.99e-02	2.2476187	-5.26687	0.2889442	REG4	regenerating family member 4
8141050	1.60e-01	4.99e-02	-2.2474862	-5.26709	-0.4389588	RPS3A	ribosomal protein S3A
8009995	1.60e-01	4.99e-02	-2.2473495	-5.26731	-0.5478771	UNK	unkempt family zinc finger
8078435	1.60e-01	5.00e-02	2.2466413	-5.26845	0.4177579	TRIM71	tripartite motif containing 71
8049042	1.60e-01	5.00e-02	-2.2465942	-5.26852	-0.3946535		
8175585	1.60e-01	5.00e-02	2.2464517	-5.26875	0.5426489	ANKRD11	ankyrin repeat domain 11
8123342	1.60e-01	5.00e-02	-2.2460472	-5.26941	-0.4961989	FGFR1OP	FGFR1 oncogene partner
8131381	1.60e-01	5.01e-02	2.2459587	-5.26955	0.3604558	ANKRD61	ankyrin repeat domain 61
8069983	1.60e-01	5.01e-02	2.2459187	-5.26961	0.2853978		
8155493	1.60e-01	5.01e-02	2.2459158	-5.26962	0.4586127		
8155519	1.60e-01	5.01e-02	2.2459158	-5.26962	0.4586127		
8155567	1.60e-01	5.01e-02	2.2459158	-5.26962	0.4586127		
8161429	1.60e-01	5.01e-02	2.2459158	-5.26962	0.4586127		
8161440	1.60e-01	5.01e-02	2.2459158	-5.26962	0.4586127		
8031489	1.60e-01	5.01e-02	2.2458221	-5.26977	0.3992189	ZNF628	zinc finger protein 628
7915435	1.60e-01	5.01e-02	2.2457573	-5.26987	0.2753315	CLDN19	claudin 19
7894570	1.60e-01	5.01e-02	2.2457449	-5.26989	0.9247668		
7939723	1.60e-01	5.01e-02	-2.2457214	-5.26993	-0.590982	C11orf49	chromosome 11 open reading frame 49
8166447	1.60e-01	5.01e-02	2.2455563	-5.2702	0.2647611	PTCHD1	patched domain containing 1
8173198	1.60e-01	5.01e-02	2.2454318	-5.2704	0.3808943	SPIN2A	spindlin family member 2A
8038655	1.60e-01	5.01e-02	-2.2453313	-5.27056	-0.4183018	KLK4	kallikrein related peptidase 4
7899160	1.60e-01	5.01e-02	2.2452389	-5.27071	1.1474276	CD52	CD52 molecule
8115651	1.60e-01	5.01e-02	2.2451076	-5.27092	0.4501048	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
7893113	1.60e-01	5.01e-02	2.2450757	-5.27097	0.4081669		
8094148	1.60e-01	5.01e-02	2.2449985	-5.27109	0.2835996		
8116577	1.60e-01	5.01e-02	-2.2449944	-5.2711	-0.4469278		
7893320	1.60e-01	5.01e-02	-2.2449909	-5.27111	-1.2631562		
8001651	1.60e-01	5.02e-02	-2.243987	-5.27272	-0.5222445	ZNF319	zinc finger protein 319
8063386	1.60e-01	5.02e-02	2.2438874	-5.27288	0.7071991	CEBPB	CCAAT/enhancer binding protein beta
7910640	1.60e-01	5.02e-02	-2.2436445	-5.27328	-0.5240378	GGPS1	geranylgeranyl diphosphate synthase 1
7969368	1.61e-01	5.03e-02	2.2434945	-5.27352	0.464324		
8032094	1.61e-01	5.03e-02	2.2431867	-5.27401	0.3654115	PLPPR3	phospholipid phosphatase related 3
7931683	1.61e-01	5.03e-02	2.242791	-5.27465	0.4950313	DIP2C	disco interacting protein 2 homolog C
7911376	1.61e-01	5.04e-02	2.2423687	-5.27533	0.3979671	HES4	hes family bHLH transcription factor 4
7981512	1.61e-01	5.04e-02	2.2423238	-5.2754	0.3629754		
8076231	1.61e-01	5.04e-02	2.2415239	-5.27669	0.4586553	ENTHD1	ENTH domain containing 1
7982366	1.61e-01	5.04e-02	2.241303	-5.27705	1.5261288	SCG5	secretogranin V
7951826	1.61e-01	5.04e-02	-2.2412723	-5.27709	-0.3421935	BUD13	BUD13 homolog
8170298	1.61e-01	5.05e-02	2.2409164	-5.27767	0.4111869	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
8164562	1.61e-01	5.05e-02	2.2405329	-5.27828	0.3196324	C9orf50	chromosome 9 open reading frame 50
7912629	1.61e-01	5.05e-02	2.2405134	-5.27832	0.2521261	TMEM51-AS1	TMEM51 antisense RNA 1
7968957	1.61e-01	5.05e-02	2.2405039	-5.27833	0.3803319	SPERT	spermatid associated
8086540	1.61e-01	5.05e-02	2.2401402	-5.27892	0.2371543	SLC6A20	solute carrier family 6 member 20
7931873	1.61e-01	5.06e-02	2.2396797	-5.27966	0.3501517	GDI2	GDP dissociation inhibitor 2
8054209	1.61e-01	5.06e-02	2.2394074	-5.2801	0.3570977	LYG1	lysozyme g1
7982048	1.61e-01	5.06e-02	-2.2390873	-5.28061	-0.7680969	SNORD115-42///SNORD115-40///SNORD115-21///SNORD115-6	small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-6
8108713	1.61e-01	5.06e-02	2.2390492	-5.28067	0.6650429	PCDHB8	protocadherin beta 8
8039164	1.61e-01	5.06e-02	2.2389926	-5.28076	0.5571621		
7921955	1.61e-01	5.06e-02	-2.2389433	-5.28084	-0.4239399	RXRG	retinoid X receptor gamma
7955858	1.62e-01	5.07e-02	2.2383511	-5.2818	0.8543289	HOXC10	homeobox C10
7969638	1.62e-01	5.07e-02	2.2378816	-5.28255	0.680726		
8077728	1.62e-01	5.07e-02	2.2378475	-5.28261	0.2889485	EMC3-AS1	EMC3 antisense RNA 1
7991332	1.62e-01	5.07e-02	2.2377272	-5.2828	0.4671245	MESP1	mesoderm posterior bHLH transcription factor 1
7934885	1.62e-01	5.07e-02	-2.237725	-5.2828	-0.3929832	RNLS	renalase, FAD dependent amine oxidase
7937533	1.62e-01	5.07e-02	2.2376264	-5.28296	0.4400315	AP2A2	adaptor related protein complex 2 alpha 2 subunit
8059969	1.62e-01	5.08e-02	-2.2376044	-5.283	-0.4126999	ILKAP	ILK associated serine/threonine phosphatase
7912750	1.62e-01	5.08e-02	-2.2375409	-5.2831	-0.4065843	FBXO42	F-box protein 42
8027956	1.62e-01	5.08e-02	2.2375302	-5.28312	0.3474102	KMT2B	lysine methyltransferase 2B
8101256	1.62e-01	5.08e-02	-2.2374925	-5.28318	-0.525536	GK2	glycerol kinase 2
7901385	1.62e-01	5.08e-02	-2.2374866	-5.28319	-0.4111065	OSBPL9	oxysterol binding protein like 9
7933186	1.62e-01	5.08e-02	-2.2374735	-5.28321	-0.7438439	ZNF32	zinc finger protein 32
8114709	1.62e-01	5.08e-02	2.2373849	-5.28335	0.5344059	FCHSD1	FCH and double SH3 domains 1
7959597	1.62e-01	5.08e-02	-2.2372683	-5.28354	-0.364501	TMED2	transmembrane p24 trafficking protein 2
7977296	1.62e-01	5.08e-02	2.2372379	-5.28359	0.2640274	LINC00638	long intergenic non-protein coding RNA 638
8018993	1.62e-01	5.08e-02	2.2366594	-5.28452	0.2578638	RBFOX3	RNA binding protein, fox-1 homolog 3
8107613	1.62e-01	5.08e-02	-2.236522	-5.28474	-0.4164562	SNX2	sorting nexin 2
8082574	1.62e-01	5.09e-02	2.2361267	-5.28538	0.2404227	TRH	thyrotropin releasing hormone
8162502	1.62e-01	5.09e-02	-2.2357212	-5.28603	-0.7656492	FBP1	fructose-bisphosphatase 1
8095728	1.62e-01	5.09e-02	2.2356378	-5.28616	0.437443	EREG	epiregulin
7899502	1.62e-01	5.10e-02	2.2351729	-5.28691	0.3874341	RNU11	RNA, U11 small nuclear
8067305	1.62e-01	5.10e-02	-2.2349665	-5.28724	-1.0916359	SYCP2	synaptonemal complex protein 2
8076007	1.62e-01	5.10e-02	2.2347917	-5.28752	0.295557	BAIAP2L2	BAI1 associated protein 2 like 2
8108050	1.62e-01	5.10e-02	2.2346479	-5.28775	0.4160727	TCF7	transcription factor 7 (T-cell specific, HMG-box)
8091281	1.62e-01	5.10e-02	2.2345974	-5.28784	0.4824227		
8077036	1.62e-01	5.10e-02	2.2345971	-5.28784	0.2339486	DENND6B	DENN domain containing 6B
8103222	1.62e-01	5.10e-02	-2.2341376	-5.28857	-0.3392905	RPS3A	ribosomal protein S3A
8146092	1.62e-01	5.11e-02	2.2339613	-5.28886	1.6237965	IDO1	indoleamine 2,3-dioxygenase 1
8114491	1.62e-01	5.11e-02	2.2339474	-5.28888	0.2658897	SLC23A1	solute carrier family 23 member 1
7997767	1.62e-01	5.11e-02	2.2339222	-5.28892	0.5021463	ZFPM1	zinc finger protein, FOG family member 1
8081254	1.62e-01	5.11e-02	2.2337801	-5.28915	0.2800385		
8134098	1.62e-01	5.11e-02	-2.233688	-5.2893	-0.7632725	CDK14	cyclin dependent kinase 14
8012837	1.62e-01	5.11e-02	2.2334969	-5.28961	0.2614277	PIRT	phosphoinositide interacting regulator of transient receptor potential channels
8117402	1.62e-01	5.11e-02	-2.2331292	-5.2902	-0.3729721	HIST1H4E	histone cluster 1, H4e
8156844	1.62e-01	5.11e-02	-2.2330416	-5.29034	-0.3607613		
8085556	1.63e-01	5.11e-02	-2.2329171	-5.29054	-0.7650804	SH3BP5	SH3 domain binding protein 5
7894825	1.63e-01	5.12e-02	-2.2328468	-5.29065	-0.601135		
8110914	1.63e-01	5.12e-02	-2.2328197	-5.29069	-0.2408718		
8073605	1.63e-01	5.12e-02	2.2326542	-5.29096	0.2571399	BIK	BCL2 interacting killer
8149279	1.63e-01	5.12e-02	2.2326205	-5.29101	0.3770664		
8006063	1.63e-01	5.12e-02	2.2325388	-5.29115	0.3124083	ANKRD13B	ankyrin repeat domain 13B
7894082	1.63e-01	5.12e-02	2.2323122	-5.29151	0.6938121		
8076113	1.63e-01	5.12e-02	-2.2322814	-5.29156	-0.4381284	FAM227A	family with sequence similarity 227 member A
8053022	1.63e-01	5.12e-02	2.231998	-5.29202	0.3757071	EGR4	early growth response 4
7931832	1.63e-01	5.13e-02	-2.2316935	-5.2925	-1.0913666	AKR1C2	aldo-keto reductase family 1, member C2
8023314	1.63e-01	5.13e-02	2.2316496	-5.29258	0.4947133	CFAP53	cilia and flagella associated protein 53
8037003	1.63e-01	5.13e-02	2.2311917	-5.29331	0.7185276		
8050495	1.63e-01	5.13e-02	-2.2311465	-5.29338	-0.231945		
7912520	1.63e-01	5.13e-02	2.2311446	-5.29339	0.4135952	NPPB	natriuretic peptide B
8081233	1.63e-01	5.13e-02	2.2308467	-5.29387	0.4604507		
8099255	1.63e-01	5.13e-02	2.2305605	-5.29433	0.279491	PSAPL1	prosaposin-like 1 (gene/pseudogene)
8096440	1.63e-01	5.14e-02	2.2305193	-5.29439	0.9832091	GRID2	glutamate ionotropic receptor delta type subunit 2
8176508	1.63e-01	5.14e-02	2.2303963	-5.29459	0.2903695	TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	testis specific protein, Y-linked 10///testis specific protein, Y-linked 4///testis specific protein, Y-linked 3///testis specific protein, Y-linked 2///testis specific protein, Y-linked 1
8138088	1.63e-01	5.14e-02	-2.2302915	-5.29476	-0.4227003	FAM220A	family with sequence similarity 220 member A
7944656	1.63e-01	5.14e-02	-2.2301568	-5.29498	-0.9976527	SC5D	sterol-C5-desaturase
7940891	1.63e-01	5.14e-02	-2.229725	-5.29567	-0.2621079	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
8001387	1.63e-01	5.14e-02	-2.2293999	-5.29619	-0.2272879	SALL1	spalt like transcription factor 1
8075817	1.63e-01	5.15e-02	2.2292288	-5.29647	0.3347204		
8176544	1.63e-01	5.15e-02	2.2291142	-5.29665	0.2901532	TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	testis specific protein, Y-linked 10///testis specific protein, Y-linked 4///testis specific protein, Y-linked 3///testis specific protein, Y-linked 2///testis specific protein, Y-linked 1
8019074	1.63e-01	5.15e-02	2.2288172	-5.29713	0.3342536	NPTX1	neuronal pentraxin 1
8006502	1.63e-01	5.15e-02	-2.2287352	-5.29726	-0.5811435		
8031514	1.63e-01	5.15e-02	2.2287079	-5.2973	0.4495784	ZNF865	zinc finger protein 865
8017511	1.63e-01	5.15e-02	2.2285213	-5.2976	0.2676292	CD79B	CD79b molecule
7976806	1.63e-01	5.15e-02	-2.2282446	-5.29805	-0.4416813	MIR136	microRNA 136
8053165	1.63e-01	5.15e-02	-2.2282259	-5.29808	-0.3145495	MRPL53	mitochondrial ribosomal protein L53
7953620	1.63e-01	5.16e-02	-2.2281985	-5.29812	-0.5715118		
8030749	1.64e-01	5.16e-02	2.2273389	-5.2995	0.2338458	MGC45922	uncharacterized LOC284365
8118863	1.64e-01	5.16e-02	-2.227319	-5.29954	-0.3351808	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A
7999112	1.64e-01	5.16e-02	2.2271828	-5.29975	0.3899247	CORO7-PAM16///PAM16	CORO7-PAM16 readthrough///presequence translocase associated motor 16 homolog
7896020	1.64e-01	5.16e-02	-2.2271114	-5.29987	-0.5371818		
8113761	1.64e-01	5.17e-02	-2.2270312	-5.3	-0.7666489	ZNF608	zinc finger protein 608
7941749	1.64e-01	5.17e-02	2.2270098	-5.30003	0.2574728	SYT12	synaptotagmin 12
8097647	1.64e-01	5.17e-02	2.2269123	-5.30019	0.6802041	ABCE1	ATP binding cassette subfamily E member 1
8110032	1.64e-01	5.17e-02	-2.2267268	-5.30049	-0.9256404	CREBRF	CREB3 regulatory factor
8123340	1.64e-01	5.17e-02	-2.226709	-5.30052	-0.2963708		
7894182	1.64e-01	5.17e-02	-2.2265257	-5.30081	-1.2281992		
8092035	1.64e-01	5.17e-02	-2.2263248	-5.30113	-0.3856953	PHC3	polyhomeotic homolog 3
8081158	1.64e-01	5.17e-02	-2.226097	-5.3015	-0.9117193	ARL6	ADP ribosylation factor like GTPase 6
7994269	1.64e-01	5.17e-02	-2.2260889	-5.30151	-0.3121916	KDM8	lysine demethylase 8
8112053	1.64e-01	5.17e-02	2.2260534	-5.30157	0.2457976	CDC20B	cell division cycle 20B
8052622	1.64e-01	5.17e-02	2.2260523	-5.30157	0.567063		
8014891	1.64e-01	5.18e-02	2.2257565	-5.30205	0.8675954	IKZF3	IKAROS family zinc finger 3
7894428	1.64e-01	5.18e-02	2.2251982	-5.30294	0.352822		
8121317	1.64e-01	5.18e-02	-2.2251423	-5.30303	-0.6807914		
7917103	1.64e-01	5.18e-02	-2.2249982	-5.30326	-0.6211049	ZZZ3	zinc finger ZZ-type containing 3
8121161	1.64e-01	5.18e-02	-2.2248999	-5.30342	-0.5504162	UFL1	UFM1 specific ligase 1
7941843	1.64e-01	5.18e-02	-2.2247852	-5.30361	-0.4422028	SSH3	slingshot protein phosphatase 3
8093916	1.64e-01	5.19e-02	-2.2245592	-5.30397	-0.372356	MAN2B2	mannosidase alpha class 2B member 2
8088425	1.64e-01	5.19e-02	2.2245286	-5.30402	0.2908466	FAM3D	family with sequence similarity 3 member D
8110392	1.64e-01	5.19e-02	2.2243587	-5.30429	0.6562021	TMED9	transmembrane p24 trafficking protein 9
8082058	1.64e-01	5.19e-02	2.2242741	-5.30443	1.294957	CSTA	cystatin A
7894141	1.64e-01	5.19e-02	-2.2240327	-5.30481	-0.521317		
8115445	1.64e-01	5.19e-02	2.2240322	-5.30482	1.6801708	TIMD4	T-cell immunoglobulin and mucin domain containing 4
7893941	1.64e-01	5.19e-02	2.2237779	-5.30522	0.2851621		
7896116	1.64e-01	5.19e-02	-2.2237627	-5.30525	-0.2749173		
7948129	1.64e-01	5.19e-02	2.2237122	-5.30533	0.3510718	OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)
7941511	1.64e-01	5.19e-02	2.2235854	-5.30553	0.2880411	SF3B2	splicing factor 3b subunit 2
7892927	1.64e-01	5.20e-02	-2.2232738	-5.30603	-2.1609369		
7944869	1.64e-01	5.20e-02	-2.2231857	-5.30617	-0.9845152	SPA17	sperm autoantigenic protein 17
8070503	1.64e-01	5.20e-02	2.2230911	-5.30633	0.2698149	PRDM15	PR/SET domain 15
8152255	1.64e-01	5.20e-02	2.2228994	-5.30663	0.6695813	SLC25A32	solute carrier family 25 member 32
8121461	1.64e-01	5.20e-02	-2.2227798	-5.30683	-0.3367636	CDC40	cell division cycle 40
8138592	1.64e-01	5.21e-02	-2.2221257	-5.30788	-0.6833511	TRA2A	transformer 2 alpha homolog
7932911	1.64e-01	5.21e-02	2.222045	-5.30801	0.4057992	KIF5B///KIF5B	kinesin family member 5B///kinesin family member 5B
8141222	1.64e-01	5.21e-02	-2.2218871	-5.30826	-0.367715	RPS3A	ribosomal protein S3A
7895549	1.64e-01	5.21e-02	-2.2218848	-5.30826	-1.1089573		
7894849	1.64e-01	5.21e-02	2.2217238	-5.30852	0.295743		
8002262	1.65e-01	5.22e-02	2.2211502	-5.30944	0.4380976		
8173501	1.65e-01	5.22e-02	-2.2210658	-5.30958	-0.9208234		
8085060	1.65e-01	5.22e-02	2.2210591	-5.30959	0.4919451		
7910897	1.65e-01	5.22e-02	2.2210336	-5.30963	0.4002048		
7997166	1.65e-01	5.22e-02	-2.2209517	-5.30976	-0.3809422	LOC100127951	ISPF6484
7898693	1.65e-01	5.22e-02	2.2209127	-5.30982	1.8083593	ALPL	alkaline phosphatase, liver/bone/kidney
7893421	1.65e-01	5.22e-02	-2.2207401	-5.3101	-0.8919079		
8135716	1.65e-01	5.23e-02	-2.2200559	-5.3112	-0.876421		
8161421	1.65e-01	5.23e-02	2.2200406	-5.31122	0.5178733		
7896410	1.65e-01	5.23e-02	-2.2200184	-5.31126	-0.9379323		
8086341	1.65e-01	5.23e-02	2.2199024	-5.31145	0.7785025	XIRP1	xin actin binding repeat containing 1
8029726	1.65e-01	5.23e-02	2.2198756	-5.31149	0.4946892		
7930954	1.65e-01	5.23e-02	2.2197745	-5.31165	0.4515886		
7915485	1.65e-01	5.23e-02	2.2196236	-5.31189	0.6727892	EBNA1BP2	EBNA1 binding protein 2
7895847	1.65e-01	5.23e-02	2.2195718	-5.31198	0.4917954		
8050253	1.65e-01	5.23e-02	2.2190982	-5.31274	0.5542652	SNORA80B	small nucleolar RNA, H/ACA box 80B
8064751	1.65e-01	5.23e-02	2.2190355	-5.31284	0.372531	SPEF1	sperm flagellar 1
7955142	1.65e-01	5.23e-02	-2.218985	-5.31292	-0.5925755	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
7894495	1.65e-01	5.24e-02	2.2187969	-5.31322	0.3942275		
8175332	1.65e-01	5.24e-02	-2.2187653	-5.31327	-0.7530334		
8084524	1.65e-01	5.24e-02	2.2187001	-5.31338	0.5184292	EPHB3	EPH receptor B3
8069753	1.65e-01	5.24e-02	2.2186233	-5.3135	0.6947553	CCT8	chaperonin containing TCP1 subunit 8
8147375	1.65e-01	5.24e-02	-2.2185313	-5.31365	-0.7769743	DPY19L4	dpy-19 like 4 (C. elegans)
7901931	1.65e-01	5.24e-02	-2.2183657	-5.31391	-0.5756253	EFCAB7	EF-hand calcium binding domain 7
8018258	1.65e-01	5.24e-02	2.2181561	-5.31425	0.3080069	USH1G	USH1 protein network component sans
8151217	1.65e-01	5.24e-02	2.218108	-5.31433	0.8897145		
7894409	1.65e-01	5.24e-02	-2.2180778	-5.31437	-0.7611893		
7921773	1.65e-01	5.24e-02	2.2179324	-5.31461	0.2805515	NECTIN4	nectin cell adhesion molecule 4
8116031	1.65e-01	5.24e-02	2.2177892	-5.31484	0.2809617	PFN3	profilin 3
7993267	1.65e-01	5.25e-02	2.2176384	-5.31508	0.4578948	TNFRSF17	TNF receptor superfamily member 17
8113429	1.65e-01	5.25e-02	2.2173531	-5.31554	0.5357888		
8047926	1.65e-01	5.25e-02	-2.2171491	-5.31586	-1.9186818	MAP2	microtubule associated protein 2
8004175	1.65e-01	5.25e-02	2.217072	-5.31599	0.7710193	TXNDC17///TXNDC17	thioredoxin domain containing 17///thioredoxin domain containing 17
7978260	1.65e-01	5.25e-02	-2.2170241	-5.31607	-0.4948144	DHRS1	dehydrogenase/reductase 1
7920210	1.65e-01	5.25e-02	2.2169806	-5.31614	0.4288177	SPRR2B	small proline rich protein 2B
8170196	1.65e-01	5.25e-02	2.2169634	-5.31616	0.4152554		
7930537	1.65e-01	5.25e-02	-2.2167129	-5.31656	-0.4149566	TCF7L2	transcription factor 7 like 2
8104268	1.65e-01	5.25e-02	2.2166582	-5.31665	0.316784	SLC6A19	solute carrier family 6 member 19
7906622	1.65e-01	5.26e-02	2.2166189	-5.31672	0.4035914	LY9	lymphocyte antigen 9
8038261	1.65e-01	5.26e-02	2.2164604	-5.31697	0.4395645	GYS1	glycogen synthase 1
7948973	1.65e-01	5.26e-02	2.2163963	-5.31707	0.3123023	HRASLS5	HRAS like suppressor family member 5
7966570	1.65e-01	5.26e-02	-2.2162697	-5.31728	-0.3253178	DDX54	DEAD-box helicase 54
7912056	1.65e-01	5.26e-02	2.2162574	-5.3173	0.4526466	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
8116595	1.65e-01	5.26e-02	-2.216223	-5.31735	-0.3229813	WRNIP1	Werner helicase interacting protein 1
