,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
2502,2534,116835,0.00214,0.000234,0.2756,-3.678882,-1.0139019,195.26,HSPA12B,heat shock protein family A (Hsp70) member 12B
2503,2535,118663,0.00215,0.000236,0.4869,-3.676607,-1.7901011,70.29,BTBD16,BTB domain containing 16
2506,2538,100996662,0.00216,0.000237,0.3942,-3.676201,-1.4491911,158.92,LOC100996662,uncharacterized LOC100996662
2509,2541,105374186,0.00216,0.000237,0.4499,-3.675639,-1.6537294,59.97,LOC105374186,uncharacterized LOC105374186
2511,2544,105375166,0.00216,0.000238,0.6624,-3.674882,-2.4343056,37.42,LOC105375166,uncharacterized LOC105375166
2514,2547,100129726,0.00218,0.00024,0.512,-3.672941,-1.8806203,84.43,LINC01126,long intergenic non-protein coding RNA 1126
2516,2549,161753,0.00218,0.00024,0.7453,-3.672418,-2.7372016,36.47,ODF3L1,outer dense fiber of sperm tails 3 like 1
2517,2550,105375580,0.00218,0.000241,1.1472,-3.671937,-4.2123791,36.89,LOC105375580,uncharacterized LOC105375580
2519,2552,26824,0.0022,0.000243,0.6685,-3.6698,-2.4533547,45.76,RNU11,"RNA, U11 small nuclear"
2520,2553,131870,0.0022,0.000243,0.2695,-3.669083,-0.9889582,1135.04,NUDT16,nudix hydrolase 16
2521,2554,26610,0.0022,0.000243,0.1608,-3.669083,-0.5898588,406.14,ELP4,elongator acetyltransferase complex subunit 4
2522,2555,202020,0.0022,0.000244,0.3064,-3.66894,-1.1241225,335.54,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head)
2524,2557,107985311,0.00221,0.000244,0.5688,-3.668018,-2.0863221,60.43,TSHZ3-AS1,TSHZ3 antisense RNA 1
2525,2558,80031,0.00221,0.000245,0.3165,-3.667867,-1.1610148,848.46,SEMA6D,semaphorin 6D
2526,2559,2947,0.00221,0.000245,0.3844,-3.667516,-1.4099501,1707.19,GSTM3,glutathione S-transferase mu 3
2527,2560,91522,0.00221,0.000245,0.3411,-3.667394,-1.2509093,1075.71,COL23A1,collagen type XXIII alpha 1 chain
2528,2561,105378047,0.00221,0.000245,0.3911,-3.667427,-1.4343814,76.45,UST-AS2,UST antisense RNA 2
2529,2562,112268439,0.00221,0.000245,0.4779,-3.666914,-1.7525777,27.87,LOC112268439,uncharacterized LOC112268439
2533,2566,100130522,0.00223,0.000248,0.3359,-3.664476,-1.2308777,246.08,PARD6G-AS1,PARD6G antisense RNA 1
2534,2567,494513,0.00223,0.000248,0.2998,-3.663934,-1.0983403,161.85,PJVK,pejvakin
2535,2568,105377576,0.00223,0.000248,0.2129,-3.663988,-0.7800769,299.28,LOC105377576,uncharacterized LOC105377576
2536,2569,105371867,0.00223,0.000248,0.2944,-3.663945,-1.0786375,77.94,LOC105371867,uncharacterized LOC105371867
2539,2572,105373759,0.00225,0.000251,0.366,-3.661314,-1.3400037,99.45,LOC105373759,uncharacterized LOC105373759
2543,2576,84631,0.00226,0.000251,1.1893,-3.660769,-4.353754,83.97,SLITRK2,SLIT and NTRK like family member 2
2544,2577,107985343,0.00226,0.000252,0.5126,-3.660177,-1.876114,25.18,LINC01836,long intergenic non-protein coding RNA 1836
2545,2578,6615,0.00226,0.000252,0.5273,-3.660227,-1.9299047,108.96,SNAI1,snail family transcriptional repressor 1
2553,2586,374977,0.00228,0.000255,0.3345,-3.6573,-1.2232507,428.6,MROH7,maestro heat like repeat family member 7
2554,2587,781,0.00228,0.000255,0.3721,-3.657132,-1.3608088,2400.8,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1
2555,2588,54988,0.0023,0.000257,0.3621,-3.655175,-1.3235749,87.8,ACSM5,acyl-CoA synthetase medium chain family member 5
2558,2591,6517,0.00231,0.000258,0.4594,-3.653697,-1.6783261,59.27,SLC2A4,solute carrier family 2 member 4
2564,2597,401491,0.00233,0.000262,0.5869,-3.650232,-2.1423183,81.95,VLDLR-AS1,VLDLR antisense RNA 1
2565,2598,107985968,0.00234,0.000263,0.9754,-3.649126,-3.5592004,16.54,LOC107985968,uncharacterized LOC107985968
2566,2599,107986211,0.00234,0.000263,0.2813,-3.648988,-1.026346,851.5,LOC107986211,replaced by ID 100129917
2567,2600,129881,0.00235,0.000264,0.5145,-3.647907,-1.8767887,83.24,CFAP210,cilia and flagella associated protein 210
2568,2601,10600,0.00237,0.000266,0.1603,-3.645944,-0.5846151,1583.83,USP16,ubiquitin specific peptidase 16
2571,2605,11201,0.00238,0.000268,0.3634,-3.644377,-1.3244054,2020.62,POLI,DNA polymerase iota
2574,2608,100506047,0.00238,0.000269,0.7889,-3.643641,-2.8745948,32.12,LINC02580,long intergenic non-protein coding RNA 2580
2575,2609,2662,0.00239,0.000269,1.1365,-3.643172,-4.1403642,107.38,GDF10,growth differentiation factor 10
2580,2614,574406,0.00243,0.000275,0.4229,-3.637451,-1.5383247,279.94,ADAMTSL4-AS1,ADAMTSL4 antisense RNA 1
2583,2617,105372031,0.00245,0.000277,0.5755,-3.635837,-2.092491,77.37,LOC105372031,uncharacterized LOC105372031
2586,2620,107986465,0.00246,0.000279,0.3696,-3.634007,-1.3429518,228.95,LOC107986465,uncharacterized LOC107986465
2590,2624,101927687,0.00248,0.000282,0.6723,-3.631422,-2.4414713,18.9,LOC101927687,uncharacterized LOC101927687
2591,2625,102724908,0.00248,0.000282,1.2885,-3.631214,-4.678786,15.7,LOC102724908,uncharacterized LOC102724908
2598,2632,51585,0.00251,0.000285,0.1969,-3.628147,-0.7143865,3273.34,PCF11,PCF11 cleavage and polyadenylation factor subunit
2602,2636,7436,0.00251,0.000286,0.4347,-3.627464,-1.5767463,2058.91,VLDLR,very low density lipoprotein receptor
2605,2640,51378,0.00252,0.000288,0.5541,-3.626264,-2.0091603,65.74,ANGPT4,angiopoietin 4
2606,2641,84547,0.00252,0.000288,0.2592,-3.625619,-0.9398912,146.94,PGBD1,piggyBac transposable element derived 1
2609,2644,102724586,0.00255,0.000291,0.933,-3.622773,-3.3801026,20.07,LOC102724586,uncharacterized LOC102724586
2611,2646,348094,0.00255,0.000291,0.2374,-3.622874,-0.8602493,292.77,ANKDD1A,ankyrin repeat and death domain containing 1A
2612,2647,6573,0.00255,0.000292,0.3526,-3.622602,-1.2772403,387.35,SLC19A1,solute carrier family 19 member 1
2614,2649,347148,0.00255,0.000293,0.3255,-3.621643,-1.1787539,48.41,QRFP,pyroglutamylated RFamide peptide
2617,2652,105373490,0.00256,0.000294,0.5402,-3.620944,-1.956047,1555.31,LOC105373490,uncharacterized LOC105373490
2618,2653,107985784,0.00256,0.000294,0.2431,-3.620732,-0.8802432,78.52,LOC107985784,uncharacterized LOC107985784
2621,2656,101929989,0.00258,0.000296,0.6814,-3.618456,-2.4654902,19.71,LITAFD,LITAF domain containing
2624,2659,124,0.00259,0.000297,0.5891,-3.617513,-2.1311771,18.2,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide"
2625,2660,105379574,0.00259,0.000298,0.6184,-3.617213,-2.2367505,40.01,LOC105379574,uncharacterized LOC105379574
2626,2661,54660,0.00259,0.000298,0.3838,-3.617102,-1.388111,34.85,PCDHB18P,protocadherin beta 18 pseudogene
2628,2664,90627,0.0026,0.0003,0.3296,-3.615637,-1.1915603,2519.08,STARD13,StAR related lipid transfer domain containing 13
2630,2666,101929423,0.00262,0.000302,0.5268,-3.613793,-1.903596,154.33,MEF2C-AS1,MEF2C antisense RNA 1
2635,2671,140862,0.00264,0.000305,0.5116,-3.611432,-1.8475536,805.0,ISM1,isthmin 1
2637,2673,283174,0.00265,0.000306,0.4146,-3.60997,-1.4967763,535.84,MIR4697HG,replaced by ID 22997
2638,2674,23426,0.00265,0.000306,0.3552,-3.609975,-1.2823308,582.75,GRIP1,glutamate receptor interacting protein 1
2640,2676,105376718,0.00266,0.000308,0.3536,-3.608303,-1.2758482,194.77,LOC105376718,uncharacterized LOC105376718
2642,2678,55225,0.00267,0.000309,0.2144,-3.607754,-0.7733599,967.2,RAVER2,"ribonucleoprotein, PTB binding 2"
2644,2681,105377068,0.00269,0.000312,0.7874,-3.605291,-2.8386821,92.48,LINC02009,long intergenic non-protein coding RNA 2009
2646,2683,5222,0.0027,0.000314,0.8546,-3.603814,-3.079916,24.12,PGA5,pepsinogen A5
2647,2684,91653,0.00272,0.000315,0.4245,-3.602274,-1.5290853,751.19,BOC,"BOC cell adhesion associated, oncogene regulated"
2648,2685,100847063,0.00272,0.000316,0.4991,-3.602092,-1.7977124,14.92,MIR548AX,microRNA 548ax
2649,2686,4858,0.00272,0.000316,0.3048,-3.601833,-1.0979213,223.48,NOVA2,NOVA alternative splicing regulator 2
2650,2687,105376070,0.00274,0.000318,0.4607,-3.600124,-1.6586207,50.48,LOC105376070,uncharacterized LOC105376070
2652,2689,220441,0.00274,0.000319,0.2793,-3.5996,-1.0052243,1133.71,RNF152,ring finger protein 152
2655,2692,9693,0.00276,0.000321,0.1551,-3.59765,-0.5580505,4294.7,RAPGEF2,Rap guanine nucleotide exchange factor 2
2656,2693,147923,0.00276,0.000321,0.1943,-3.597541,-0.6988748,758.41,ZNF420,zinc finger protein 420
2661,2699,4216,0.00278,0.000324,0.1822,-3.595023,-0.655003,2314.91,MAP3K4,mitogen-activated protein kinase kinase kinase 4
2662,2700,167465,0.00279,0.000326,0.2034,-3.593639,-0.7310283,328.61,ZNF366,zinc finger protein 366
2665,2703,100507421,0.00279,0.000326,0.7092,-3.593352,-2.5485588,1842.48,TMEM178B,transmembrane protein 178B
2668,2706,57535,0.00282,0.00033,0.9195,-3.590511,-3.3016133,786.12,ELAPOR1,endosome-lysosome associated apoptosis and autophagy regulator 1
2670,2708,26050,0.00283,0.000331,1.0288,-3.589529,-3.6930211,201.29,SLITRK5,SLIT and NTRK like family member 5
2672,2710,23177,0.00283,0.000332,0.1718,-3.589068,-0.6165367,2280.38,CEP68,centrosomal protein 68
2673,2711,2904,0.00283,0.000332,0.5927,-3.588903,-2.1270052,32.02,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
2674,2712,4671,0.00284,0.000333,0.2889,-3.588355,-1.0365225,1862.7,NAIP,NLR family apoptosis inhibitory protein
2675,2713,1586,0.00284,0.000333,0.5424,-3.588094,-1.9461571,118.35,CYP17A1,cytochrome P450 family 17 subfamily A member 1
2677,2715,285282,0.00285,0.000334,0.1727,-3.587177,-0.6194236,1339.72,RABL3,"RAB, member of RAS oncogene family like 3"
2680,2718,80760,0.00286,0.000336,0.2946,-3.585734,-1.0562205,1981.05,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5
2681,2719,57447,0.00286,0.000336,0.1927,-3.585804,-0.6911157,1689.07,NDRG2,NDRG family member 2
2682,2720,57563,0.00286,0.000337,0.1949,-3.584941,-0.6988775,2291.02,KLHL8,kelch like family member 8
2687,2726,57419,0.00288,0.000339,0.5111,-3.583362,-1.8313435,200.87,SLC24A3,solute carrier family 24 member 3
2688,2727,105369543,0.00288,0.000339,0.6868,-3.583209,-2.460786,15.12,LOC105369543,uncharacterized LOC105369543
2689,2728,105274304,0.00288,0.00034,0.3131,-3.582856,-1.1218917,38.81,LOC105274304,uncharacterized LOC105274304
2690,2729,91947,0.00288,0.000341,0.39,-3.582265,-1.3972145,1561.12,ARRDC4,arrestin domain containing 4
2691,2730,109623453,0.00289,0.000341,0.4068,-3.582005,-1.4573221,37.0,SNORD161,"small nucleolar RNA, C/D box 161"
2694,2733,7122,0.0029,0.000343,0.3781,-3.580305,-1.353835,187.19,CLDN5,claudin 5
2696,2735,84275,0.00291,0.000345,0.4308,-3.579207,-1.5418729,515.73,SLC25A33,solute carrier family 25 member 33
2698,2737,137970,0.00293,0.000347,0.7991,-3.577213,-2.8585155,44.94,UNC5D,unc-5 netrin receptor D
2699,2738,105373456,0.00294,0.000348,0.2763,-3.576421,-0.988062,184.23,LOC105373456,uncharacterized LOC105373456
2701,2740,57381,0.00295,0.000349,0.3587,-3.575572,-1.2825123,446.46,RHOJ,ras homolog family member J
2702,2741,122945,0.00295,0.000349,0.2031,-3.575612,-0.726358,157.2,NOXRED1,NADP dependent oxidoreductase domain containing 1
2703,2742,105377730,0.00295,0.00035,0.8912,-3.575302,-3.1862215,23.55,LOC105377730,uncharacterized LOC105377730
2705,2744,131831,0.00296,0.000351,0.3956,-3.57409,-1.4139198,38.16,ERICH6,glutamate rich 6
2707,2746,105375721,0.00297,0.000352,0.4423,-3.573347,-1.58054,94.44,LOC105375721,uncharacterized LOC105375721
2708,2747,51224,0.00297,0.000353,0.6785,-3.572657,-2.4241471,53.83,ELOA2,elongin A2
2711,2750,51299,0.00299,0.000356,0.3829,-3.570735,-1.367288,65.07,NRN1,neuritin 1
2713,2752,100126333,0.003,0.000357,0.5022,-3.570152,-1.7929781,17.49,MIR708,microRNA 708
2714,2753,102723510,0.003,0.000357,0.4027,-3.570071,-1.4375834,25.03,LCMT1-AS1,LCMT1 antisense RNA 1
2716,2755,55691,0.003,0.000358,0.2135,-3.569192,-0.7619031,2192.03,FRMD4A,FERM domain containing 4A
2717,2756,57678,0.00302,0.00036,0.2549,-3.567455,-0.9094354,1352.3,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial"
2718,2757,6328,0.00302,0.000361,0.5857,-3.567329,-2.0895513,232.79,SCN3A,sodium voltage-gated channel alpha subunit 3
2720,2760,339829,0.00303,0.000362,0.2467,-3.566501,-0.8798262,268.38,CCDC39,coiled-coil domain containing 39
2722,2762,100507002,0.00304,0.000363,0.5251,-3.56576,-1.872251,27.74,LOC100507002,uncharacterized LOC100507002
2724,2764,51208,0.00304,0.000364,0.4569,-3.564926,-1.6288151,76.22,CLDN18,claudin 18
2725,2765,6263,0.00304,0.000364,0.3568,-3.564955,-1.2718843,247.9,RYR3,ryanodine receptor 3
2726,2766,55328,0.00304,0.000364,0.4491,-3.564774,-1.6010386,1085.52,RNLS,"renalase, FAD dependent amine oxidase"
2729,2769,143678,0.00305,0.000365,0.6033,-3.563956,-2.1502313,10.34,FREY1,Frey regulator of sperm-oocyte fusion 1
2732,2772,56603,0.00306,0.000367,0.7272,-3.562823,-2.5907905,225.53,CYP26B1,cytochrome P450 family 26 subfamily B member 1
2733,2773,442421,0.00306,0.000367,0.5942,-3.562462,-2.1169126,22.23,PTGER4P2-CDK2AP2P2,"PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
2735,2775,5067,0.00307,0.000369,0.7194,-3.561582,-2.5622052,202.35,CNTN3,contactin 3
2739,2780,222166,0.0031,0.000373,0.2623,-3.558602,-0.9335366,2393.33,MTURN,"maturin, neural progenitor differentiation regulator homolog"
2741,2783,5017,0.00313,0.000377,0.4227,-3.555736,-1.5030547,150.96,OVOL1,ovo like transcriptional repressor 1
2743,2785,26831,0.00314,0.000379,0.8167,-3.554627,-2.9031731,11.23,RNU5A-1,"RNA, U5A small nuclear 1"
2746,2788,102724036,0.00316,0.000381,0.5909,-3.552943,-2.0993025,47.77,LOC102724036,uncharacterized LOC102724036
2750,2792,83714,0.00317,0.000383,0.2178,-3.551388,-0.7736203,566.84,NRIP2,nuclear receptor interacting protein 2
2751,2793,114795,0.00317,0.000383,0.5626,-3.551411,-1.997875,342.48,TMEM132B,transmembrane protein 132B
2752,2794,105373776,0.00317,0.000383,1.1411,-3.551267,-4.0523899,31.0,LOC105373776,uncharacterized LOC105373776
2753,2795,100130992,0.00317,0.000383,0.2368,-3.551198,-0.8409079,105.57,LOC100130992,uncharacterized LOC100130992
2754,2796,8844,0.00318,0.000385,0.2563,-3.550432,-0.9099637,2119.11,KSR1,kinase suppressor of ras 1
2756,2798,142679,0.00318,0.000385,0.3238,-3.549898,-1.1495659,207.98,DUSP19,dual specificity phosphatase 19
2759,2801,9592,0.00319,0.000386,0.5851,-3.549471,-2.0767752,3881.57,IER2,immediate early response 2
2760,2802,1066,0.00319,0.000387,0.7,-3.54894,-2.4841409,96.73,CES1,carboxylesterase 1
2763,2805,197257,0.00322,0.00039,0.3889,-3.546473,-1.3790984,245.61,LDHD,lactate dehydrogenase D
2764,2806,103724386,0.00322,0.000391,0.7173,-3.545808,-2.5434568,8.97,LINC00377,long intergenic non-protein coding RNA 377
2766,2808,8611,0.00323,0.000392,0.1812,-3.545259,-0.6425522,1279.24,PLPP1,phospholipid phosphatase 1
2769,2811,105372759,0.00324,0.000394,0.9566,-3.54417,-3.3902431,72.34,LOC105372759,uncharacterized LOC105372759
2773,2816,130574,0.00329,0.0004,0.7752,-3.539918,-2.7441659,12.46,LYPD6,LY6/PLAUR domain containing 6
2774,2817,444,0.0033,0.000402,0.2343,-3.538833,-0.8293206,4232.76,ASPH,aspartate beta-hydroxylase
2775,2818,102724245,0.0033,0.000403,0.5723,-3.538315,-2.0250355,70.2,LOC102724245,uncharacterized LOC102724245
2778,2821,137209,0.00333,0.000406,0.2052,-3.535997,-0.7257188,229.65,ZNF572,zinc finger protein 572
2781,2824,57610,0.00334,0.000409,0.2016,-3.534527,-0.7125168,798.87,RANBP10,RAN binding protein 10
2784,2827,143425,0.00336,0.000412,0.4185,-3.532593,-1.4783459,253.06,SYT9,synaptotagmin 9
2786,2829,55144,0.00338,0.000413,0.1698,-3.53148,-0.5997147,1184.55,LRRC8D,leucine rich repeat containing 8 VRAC subunit D
2791,2834,4239,0.00341,0.000418,0.5451,-3.528741,-1.9233776,463.92,MFAP4,microfibril associated protein 4
2792,2835,9926,0.00341,0.000418,0.1911,-3.52845,-0.6742069,4158.99,LPGAT1,lysophosphatidylglycerol acyltransferase 1
2793,2836,101927167,0.00341,0.000418,0.3217,-3.528512,-1.1352872,45.49,GATA2-AS1,GATA2 antisense RNA 1
2794,2837,169270,0.00341,0.000418,0.2465,-3.528416,-0.86981,277.86,ZNF596,zinc finger protein 596
2795,2838,253827,0.00341,0.000419,0.3803,-3.527805,-1.3415137,899.43,MSRB3,methionine sulfoxide reductase B3
2800,2844,101928595,0.00345,0.000425,0.3353,-3.524023,-1.1815404,60.56,YPEL3-DT,YPEL3 divergent transcript
2801,2845,401898,0.00346,0.000426,0.3861,-3.523406,-1.3603831,46.12,ZNF833P,"zinc finger protein 833, pseudogene"
2802,2846,107986188,0.00347,0.000427,0.3438,-3.522997,-1.211321,186.39,LOC107986188,uncharacterized LOC107986188
2806,2850,101929730,0.00349,0.00043,0.482,-3.520655,-1.6969727,35.09,LINC01352,long intergenic non-protein coding RNA 1352
2807,2851,107986461,0.00349,0.000431,0.65,-3.520639,-2.2885743,36.94,LOC107986461,uncharacterized LOC107986461
2811,2855,105378606,0.00351,0.000433,0.4131,-3.518985,-1.4536316,149.21,LOC105378606,uncharacterized LOC105378606
2812,2856,57593,0.00351,0.000433,0.4043,-3.519039,-1.4227225,242.59,EBF4,EBF family member 4
2819,2863,81492,0.00355,0.00044,0.5998,-3.514813,-2.1083416,52.62,RSPH6A,radial spoke head 6 homolog A
2820,2864,339929,0.00356,0.000441,0.4088,-3.514315,-1.4368151,59.04,LPP-AS2,LPP antisense RNA 2
2823,2867,7627,0.00356,0.000442,0.175,-3.513851,-0.6148815,840.5,ZNF75A,zinc finger protein 75a
2824,2868,85397,0.00357,0.000443,1.3706,-3.513267,-4.8151234,533.06,RGS8,regulator of G protein signaling 8
2825,2869,653080,0.00357,0.000443,0.3356,-3.513271,-1.1790922,885.03,GUSBP16,GUSB pseudogene 16
2827,2871,92126,0.00359,0.000445,0.4031,-3.511592,-1.4153735,433.09,DSEL,dermatan sulfate epimerase like
2828,2872,100505933,0.00359,0.000446,0.2794,-3.511384,-0.9811834,90.71,ADD3-AS1,ADD3 antisense RNA 1
2829,2873,147372,0.00359,0.000447,0.772,-3.51077,-2.710454,27.58,CCBE1,collagen and calcium binding EGF domains 1
2831,2876,107985769,0.00361,0.000449,0.3825,-3.509212,-1.3421934,30.36,LOC107985769,uncharacterized LOC107985769
2835,2880,773,0.00363,0.000452,0.4081,-3.507856,-1.4316039,44.63,CACNA1A,calcium voltage-gated channel subunit alpha1 A
2838,2883,163589,0.00364,0.000455,0.3643,-3.506187,-1.277358,95.38,TDRD5,tudor domain containing 5
2839,2884,161394,0.00364,0.000455,0.3736,-3.506208,-1.3099134,89.37,SAMD15,sterile alpha motif domain containing 15
2846,2891,6383,0.0037,0.000463,0.3526,-3.50125,-1.2347155,10917.61,SDC2,syndecan 2
2847,2892,83643,0.00371,0.000464,0.3204,-3.500824,-1.1216767,515.77,CCDC3,coiled-coil domain containing 3
2849,2894,414778,0.00372,0.000466,0.2934,-3.499781,-1.0268266,49.99,HCG17,HLA complex group 17
2850,2895,57167,0.00372,0.000466,0.4581,-3.499742,-1.6032395,292.77,SALL4,spalt like transcription factor 4
2852,2897,84314,0.00372,0.000467,0.2531,-3.499151,-0.8856968,638.63,TMEM107,transmembrane protein 107
2853,2898,2562,0.00373,0.000468,0.8351,-3.498302,-2.9215801,360.28,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3
2856,2901,54532,0.00374,0.00047,0.1491,-3.497322,-0.5216227,1388.93,USP53,ubiquitin specific peptidase 53
2859,2904,107984254,0.00376,0.000472,0.2859,-3.496033,-0.9994892,81.95,LOC107984254,uncharacterized LOC107984254
2862,2907,2331,0.00377,0.000474,0.3616,-3.495278,-1.2639526,2198.79,FMOD,fibromodulin
2865,2912,23114,0.00379,0.000478,0.3931,-3.492906,-1.3730872,482.45,NFASC,neurofascin
2866,2913,64757,0.00379,0.000478,0.4481,-3.492937,-1.56504,2136.53,MTARC1,mitochondrial amidoxime reducing component 1
2868,2915,6527,0.00379,0.000478,0.3841,-3.492999,-1.3418126,120.02,SLC5A4,solute carrier family 5 member 4
2869,2918,4281,0.0038,0.000479,0.4253,-3.492078,-1.4851727,523.69,MID1,midline 1
2870,2919,7078,0.0038,0.00048,0.2389,-3.491652,-0.8339988,19741.17,TIMP3,TIMP metallopeptidase inhibitor 3
2871,2920,7686,0.00381,0.000481,0.8623,-3.490972,-3.0103735,9.47,MKRN7P,"makorin ring finger protein 7, pseudogene"
2873,2922,57595,0.00381,0.000482,0.4999,-3.490671,-1.7451359,52.27,PDZD4,PDZ domain containing 4
2874,2924,7538,0.00382,0.000483,0.6547,-3.490227,-2.2851952,843.5,ZFP36,ZFP36 ring finger protein
2876,2926,6799,0.00382,0.000483,0.3363,-3.489861,-1.1735737,82.22,SULT1A2,sulfotransferase family 1A member 2
2878,2928,197003,0.00382,0.000484,0.4328,-3.489496,-1.5102994,25.05,MGC15885,uncharacterized protein MGC15885
2880,2930,2327,0.00382,0.000484,0.8452,-3.489257,-2.9492252,898.66,FMO2,flavin containing dimethylaniline monoxygenase 2
2881,2931,109617011,0.00382,0.000485,0.7637,-3.489159,-2.6646555,19.2,SNORD28B,"small nucleolar RNA, C/D box 28B"
2882,2932,79659,0.00382,0.000485,0.3234,-3.489041,-1.1284315,4144.31,DYNC2H1,dynein cytoplasmic 2 heavy chain 1
2886,2936,90624,0.00386,0.000491,0.2017,-3.485754,-0.7030199,814.99,LYRM7,LYR motif containing 7
2888,2938,81931,0.00388,0.000493,0.2366,-3.484385,-0.8245441,220.83,ZNF93,zinc finger protein 93
2892,2942,127255,0.0039,0.000496,0.4923,-3.482871,-1.7146465,37.3,LRRIQ3,leucine rich repeats and IQ motif containing 3
2893,2943,100885775,0.0039,0.000497,0.7257,-3.482525,-2.5273102,18.06,BANCR,BRAF-activated non-protein coding RNA
2897,2947,402317,0.00392,0.0005,0.4204,-3.480988,-1.4633217,97.65,OR2A42,olfactory receptor family 2 subfamily A member 42
2899,2949,148753,0.00393,0.000501,0.7972,-3.480169,-2.7744862,42.53,FAM163A,family with sequence similarity 163 member A
2902,2952,23382,0.00394,0.000503,0.2653,-3.479104,-0.9228923,3426.0,AHCYL2,adenosylhomocysteinase like 2
2903,2953,107986356,0.00395,0.000504,0.5734,-3.478568,-1.9946259,18.94,LOC107986356,replaced by ID 105379623
2904,2954,105376106,0.00396,0.000506,0.3939,-3.477703,-1.3699079,52.6,LOC105376106,uncharacterized LOC105376106
2906,2956,9853,0.00397,0.000508,0.2592,-3.476347,-0.9010035,1124.95,RUSC2,RUN and SH3 domain containing 2
